col1,col2,col3,col4
70881766988400,-42983836441589,53947820818847,F
98530327622843,-18842758056486,-58468544665026,r
7803416410867,-2157926548885,-87846741498303,C
70771356885544,-33348369965869,9475514524908,w
61633747737270,-64306130867422,91921140699011,i
10377156465501,-29622533533249,3333792524339,q
7014343824027,-76852688078492,24051016585158,P
13558115170007,-13815757509341,-42328357997552,W
62324198628659,-44345470735582,55933600602592,y
85069700135958,-1037611798910,-65787634707532,Q
52536732155146,-7393276858982,-2901185460467,Q
78618806724132,-83263631117169,-19969287822145,n
97389603450110,-15863135300227,8600228996183,b
44305592401930,-4170631381695,54047523466833,v
8541648218262,-49313349879821,-34614684531290,S
47249285315777,-97402439762856,93139290127464,x
52995967963319,-7908807592645,12534013856530,r
42836199865695,-33216358732104,-45566218623382,u
18262361036806,-86796073305063,-62170210358592,C
75346901591791,-90405075002479,-48970099585592,z
53147096327729,-97763546149524,-65136127639711,O
38464931499405,-56463630743449,89080091133580,y
38183736949360,-60647320404813,753000408037,F
22678480394366,-52949137815134,52000299932267,D
39169789299746,-49442448598948,-91118119913145,I
38997591010520,-9126375819451,62172745979959,R
11538342206660,-98164664262699,39579508047827,x
53695912535360,-23166758142419,-31059750951102,H
45369781942753,-8831820300456,-31578393690265,U
3211368826917,-47671169444383,59259103674732,R
43182362743515,-43731542256492,37026366803456,l
70904705074472,-89330508906759,13681316984189,q
72698447314425,-89894594767915,77792635533767,c
85636440755251,-12162594247195,-24119466502522,G
12674110807866,-29422627195648,76233311830291,P
84920141777791,-97943768674636,-11160269176271,C
60355065267180,-16418102673770,41647017424983,o
98872996544718,-34758136471642,-30594681981191,Y
13885362037728,-556260862824,48067081355518,p
35742821204521,-52289146214779,-25601034380463,W
14243373981026,-83308846999121,-86560042579810,D
60969380306318,-72994793338780,-44455354209554,X
55835390458689,-61907999095350,3939946944676,f
43689539124394,-3048063830536,49212118480924,J
1141137149533,-18635946493699,46550889236878,G
3677176213960,-97684725094871,55283494123173,q
78584496185569,-81389956744800,-89009169886223,v
94206534054265,-4304952638919,-66954572519853,C
72370760325132,-7907701720389,-89868145149425,j
51870245959396,-66138760814145,-23548168768876,v
76673119772786,-78634348262798,-7334134006342,H
93700352746428,-90678587833136,42607311286022,P
89718159215201,-33553245768047,-56119557373179,j
64488643369971,-51583554139452,-24660060468963,F
27627979573736,-98212128656674,27543884579327,v
7990287612816,-25305107351112,52871824701401,V
85575331101911,-37084625598942,-16658056471709,m
61333581651796,-65693516627353,-70046391025693,f
45387288881139,-81766860299285,18901603175092,K
18026019614215,-56908142010931,-83964029408631,Z
40041187244187,-27864482262621,5824434681317,B
1471483905721,-8043175674219,-21872366440722,T
48948485778937,-96624756459689,-72887708407003,M
18079493595344,-17065461079881,-42077171852048,q
42788705902928,-4606468744256,-55088800782012,z
54369315025929,-62518467621505,53574645904165,J
36619702295266,-31352769731397,-61357541280602,O
7368254977618,-51528045447508,83479389439617,U
68753554166339,-58915532861645,-10927941669694,O
28363171902933,-33748447529404,-49778348753560,K
77172422192881,-43451336905846,56010729397779,l
84254720664662,-1633714808560,86664623872447,y
45548368927600,-82683101000934,50998082332246,r
25887846324650,-33834556196507,89361557312337,X
25731740756762,-79459554161182,68046832246302,J
87594744697989,-8849898263676,32756035806845,B
4992079974164,-55580691322540,-58826717451112,O
31459461164618,-24283694101560,-67817718491070,e
7477357498730,-94337351563246,68683856512025,N
61688198739806,-35547569275606,-47620564571162,V
7186448587006,-48725030554534,8022211783288,Q
54850796837719,-5508310476123,-74744773535662,r
48647828338473,-35317673185509,-72248637478704,z
21559220561061,-86993408809697,-33139333155699,G
23413776623056,-25929975414508,-73723758333140,t
78048734707863,-54166158741371,25078728775629,e
54578805481160,-36451619156390,-43410874342958,s
92768399673090,-36290275993914,-28463345678391,k
92635175072144,-99735353980594,-84999761978846,q
80827285056374,-2937839002723,-54627296247044,Q
69561652502904,-53991351440653,-36483921841130,Q
83332931533233,-87615652908942,-62799056488542,E
41042385982405,-1958987401819,-58099901067029,l
64088956478412,-49286547194092,-5708926558355,L
96349907043228,-12131796199926,-10731473048815,F
19000166800675,-29805129466116,63812266599411,y
84965653374109,-66403737829566,-61428462206803,u
96078960062678,-90316426332230,28366119516619,t
21343727790638,-59951611749173,-85226677118169,a
96019359094838,-87522043713002,-51585857441652,Y
79490752125509,-19783960941822,42190289479998,d
76213841779412,-49477879560851,27417906245387,f
4952763354013,-12108259477571,-9951576230135,j
41449917176427,-6929326328333,-28372848987622,N
92140756323227,-25716739696819,40763490405637,f
38216429035095,-17338554825948,75659292675275,I
13574564958076,-76221448485363,-30910145661817,k
98636447009242,-71397090591729,-37962982448611,S
81735608526247,-84198427402438,-50060782434358,h
39825862318525,-54576730344833,61575193769150,L
57030367829521,-96412217728973,68298279775671,F
58223105968152,-82170929902416,65250057202942,f
53143282623619,-2688784770342,9515439125306,q
16202807122707,-49954086796884,-13038176766313,z
86511712932493,-87691502001878,-65575657981855,C
18634540111409,-34627028294705,-92221301280727,c
27145602961982,-36713825333344,27272554322718,e
50631268753726,-9057195713642,50519278013611,k
82061015535906,-92515264826645,32162575062679,m
81932964683689,-90616809071455,94962466847702,l
13821785201353,-36989405162772,-53140983988199,p
67696670958628,-17973218740866,-26889750644597,n
98988429465593,-72861733891171,35765710486931,g
40561414058428,-30690020028897,-85688007653007,Q
90686399011762,-17617631766082,-14098484547062,T
59815470152379,-73614879062077,-44111285826960,F
5502560620765,-33936876541423,17916729080688,M
53369958528121,-52851061582708,-52410190690916,U
48579526039272,-9267252375614,-74045346522557,E
26798945537776,-80209419719513,24501895622039,f
8341788258235,-33176255768766,59964399863862,F
85204220692727,-95912828352785,24348853848675,h
1122567319360,-15036302151484,92309684390282,r
98023225788136,-60902625978183,35268417369920,u
65040455661422,-8942788429546,40503809166809,D
13335394648571,-18216969697978,16660575052542,C
50553099208728,-73294209638050,21492162122205,V
22832747602940,-76935091117807,-30308853942256,H
6304499745705,-37942275344901,-99867090303848,c
10115515149636,-96179273188318,33598692942272,E
42214302558438,-45538108857906,91782002615288,B
61727292827797,-55220927392992,-15049007970659,W
90288684196638,-99189234913702,-83449709530591,B
79850366762005,-8273894579570,81120094470355,z
18727273182492,-30678363035052,30958342271455,r
89531026970275,-10693188925101,98171906906998,d
52238306058790,-70357619327547,67156826322172,m
42003787625239,-41805045706259,14115365520471,B
91197703869747,-39919440241521,-24072818768069,v
76554929325739,-24312685097525,20081860584701,s
62042355832042,-53581645410643,12535870624681,R
62844086529567,-13202507819238,-67834912001540,b
95641122721451,-74173261857705,-78970124458239,x
6007772372799,-90371084346465,-48825526718433,W
32765283136162,-78004022029174,-72914076306967,i
80104307162201,-94264424363848,-37482462348594,M
90973719549188,-35535073667880,25951331478660,m
41007202538608,-76512709466995,-61176577318381,A
69602882421099,-48715764042125,55743205102240,Q
13890659184883,-49559258430749,-18765408890433,s
95913550090622,-83555965654046,18160314669975,Q
71031287495496,-30956571040552,5078567316817,r
22920244733797,-78788057107596,-81787306522223,N
9397695071526,-99111202355124,69912100865638,t
31362260917955,-82797664911304,24538340056339,p
91549389455948,-77109948928493,-6444066508747,Y
42062514346502,-38008878402849,-10104507043351,X
54973424613615,-54561348518294,-74740810018215,H
91348051030047,-44950956932721,86473680398817,d
57241341737584,-46959232298137,27332093432563,W
72735243587252,-97649588678481,-63402411918929,N
54968322940432,-51903799490249,-64723252683943,C
37257029302060,-96383325899591,-75135145502426,B
50974731252415,-8904432620997,49385125644927,O
61994739813266,-64631914861317,47528756700874,B
28502431243494,-42586964655241,82919914790457,r
94077486476201,-41464915160490,-14120465562999,K
67897449549048,-87661652426339,-48439099823681,m
43748497176763,-18646427861694,3951283796170,x
41798951945603,-33344699892936,-38477744424008,k
68236206681770,-82460099469686,-13800398370083,p
10932555062908,-62066295708105,-99293605916001,i
9269264370757,-71328506377646,54516196504983,K
92417585850628,-99394882409797,-56982754696410,B
86353676218826,-8956704159596,52928283623060,l
95868885152066,-99848489441226,16777729524631,Q
14168907440637,-67058229252958,21781110493948,p
24842986985039,-24092259227100,-60964351801771,A
23539067552891,-13285751209194,52689758915900,N
35707268953810,-22222679682966,-94220695178206,U
67585524128574,-18347972898186,-69290524393229,b
38829242605441,-74491519561506,11446677467599,g
61533714279941,-12231039025249,-49211472062327,x
44297598926153,-15335585818163,-21126298917946,F
56823742125655,-21511970945,50345112637874,c
21835598154822,-40948936735148,23756222368747,o
95614321225722,-16371433378667,58259147039072,c
86557818600791,-91327080977825,-10531258314807,w
52429745804256,-67469259781180,-46764486645984,U
79323936828771,-46212258504712,-98134485764151,a
93989447474596,-66723411244139,93340586398556,l
63164801575781,-89045656246404,41046083106021,E
83548496236427,-69301499562170,56520518851945,E
74397117889830,-69220892580023,-35246055359864,F
25091802918463,-70321563274151,60474852663013,o
56446408156039,-29178448147080,-49186086388432,T
8021203480198,-20260417930982,-89070720934509,f
755992601450,-71715399116488,50922453186845,H
83870900297032,-71342948302013,-94001300846468,v
38143731437246,-59067601702360,-49231772982745,l
43184884863074,-3861525141092,-59345819145671,t
27486117131114,-46879072020412,-59330170204735,t
61467981157518,-91045134970227,-13638086015203,e
10791755716465,-24452451677609,-41103414328588,n
18027026830012,-66520181939988,28749619334319,L
9240326677892,-25374760839503,53663592525146,o
26102570233383,-33873818147983,-39626366418469,i
93454321035154,-58600147863357,-79115294154072,x
76119119461687,-20373227142913,-92325856756076,W
62557355833592,-95905732309514,-86285195733036,p
63240550223343,-17658871692175,-58347314919481,b
47011686940356,-63443708744706,60541244240977,y
60855558334350,-52060457784429,-47780410845298,g
90932161799446,-60687068415750,-86342871226159,D
57853435590844,-97755850066863,64848228742610,M
76728868799552,-21229744298668,-15767207922380,K
68569105527609,-31055281309191,14990936159026,C
64980247477031,-39672067946514,24666681106450,O
18630825253435,-11799826466088,-82488106466209,Z
78683081365680,-61282123476409,-71092325612515,N
32966599252313,-13792661189026,-9142976255625,j
21982009853927,-70811777198455,39409872706156,M
22896362087021,-44431088878830,-720756453738,J
86776024162681,-84902774616686,-68988866586081,e
53482512705360,-4679099512366,-81275582576867,m
51359838911022,-4524190516762,97249888081956,T
78779015110238,-47016961480646,-70287385619562,w
84101440702165,-81604020704892,-80332833984508,t
59059402446609,-38620029985562,-75124108647376,y
713625746282,-12247881839092,-76385250278836,V
50365273424665,-84502651631624,-17185099419264,H
22605554161257,-68690183367805,-4459405101813,E
54665840164984,-82119013112721,-25537025738133,Q
34832207311253,-20120680648681,57566273637455,o
13108878007864,-80237617066761,-41574301933151,K
824555257660,-34865679198561,82116249820817,h
21511386582875,-49625657401076,-86608581292401,H
88720591517020,-9844758302231,47284808350598,b
12470508937762,-43486514361486,38386496908311,D
22353425174885,-66525998128195,7922638956290,W
64060880948998,-1458116278157,-94941945571033,C
13720679955059,-52631148107901,45316627687442,d
55038089848576,-53356670253058,-97137188041770,U
31546584694726,-3724476788662,67356495957645,j
51599517107248,-9722184891066,-86817230189205,Y
77925308850855,-21240768480083,32054321047288,t
14237166411844,-88944838607431,-59821691983132,i
73125553458969,-60439551590165,-3780530168835,n
19959541831628,-252341710757,91932919272005,Q
47420420989741,-76106220605831,30848196146205,M
65977512956937,-54101960757918,-80763598877910,L
81617610732662,-28259339348153,-70867188021091,a
71710193793721,-33317459952691,71774926331775,I
84884330842665,-23506205437202,-72733165009522,Q
66216352022317,-58641369346571,-2258323217373,g
69018006116328,-80598888383253,65453556869718,c
98772611732774,-44174180145226,-45248413430797,c
15876713825251,-59941965844495,-89899190670502,Q
78376871750682,-42890586155874,-21872844248200,Q
27265243616364,-28098015116947,-81959163054943,y
82543282662278,-28893928456590,-66780756247829,S
26020002242835,-8757825899691,48175462409184,Y
12656317235784,-87142777343912,38959419777959,t
80998495548859,-14543443923902,75951952736803,b
46190603716764,-62499590678145,10618267779007,o
60850630231594,-85368980359118,18485408854493,X
91624401485693,-54899180816896,90221880876249,e
74322652968086,-84931689414158,-39861125001003,w
4839103537562,-10464228044996,96418631181045,K
43240130423013,-80303913184645,-82633230428364,j
8023755099447,-45451658080607,27782042211133,q
80060148683503,-94485814332813,-33330411194924,r
37112443355833,-13799303708508,-8323243216767,T
73877794048597,-94993463475021,2641466905561,B
57935847452985,-30925954831841,-93082142296342,C
28664395204530,-34301142654940,-99582676115127,w
94098609743789,-39287687855027,-4032917399634,e
33150197081370,-27465977766334,-15482233215145,p
76193799377416,-16104373999384,-46011459290397,p
33849044868916,-47388585362433,43382553378450,T
97858832177660,-92919782014334,-58549873690458,W
81970108730248,-71799086941720,-81495919737530,b
92410513434748,-3696717488986,75007842017570,A
86044574677252,-41133879914872,23549460481853,O
35087404488401,-49803221906051,-74559427636047,k
29220897065711,-70012680606516,-34699708213589,x
20413270410785,-11474134159924,61403029083067,D
79308965572353,-52163399067438,-5138601246181,Y
30974103683493,-89943123627412,-59743766876944,b
9208801565113,-63974229297861,-84654738314938,p
73693699606615,-63179489183940,54614685636502,s
64558695454543,-4594704775005,76283788075721,b
19563694096548,-98644990775526,19149384876822,M
78208415535220,-93500258470798,89863036653671,E
83799301771810,-69533820283704,29881355813334,S
95767696627477,-6945014251412,-21164379320898,n
51570199585980,-55698300974737,-85755147977490,Q
32411127632316,-11123676861729,84904113227791,n
16148725474230,-95990060864436,-48985256566662,R
26820455192831,-16369392524720,88105104829227,N
48484499957353,-43908709872315,-50043604971822,P
97351833186168,-80196545213801,-10753440295256,l
50801228642501,-311619251442,-10671275021401,k
82900811942913,-63169737797503,-21673135737937,t
54478055375139,-87470964795314,22138727832675,L
64391023551437,-12499139606579,-67127557216976,y
95772382913,-95984122536883,34262049998192,B
9736359263718,-88814984011511,5206009603447,P
48515515771222,-58253749548377,-27499175844783,F
587880357359,-10551422721083,7529848647605,g
84263229006176,-38379737301534,-95918136635655,H
8870550901055,-55752388158387,-51806019870137,d
12076598699688,-23769170302763,-81476592915446,j
8008933850600,-4855338660483,42849302811102,O
76231521895289,-83107400643304,67389608233729,w
39873136830188,-99479535059078,-25709743617228,V
63451103418715,-74166529126943,25961457892110,w
99557462635014,-46389400309111,20640181500185,F
72923864083298,-23266759588716,48672434514400,s
2304758440455,-66621353464586,-31553146983527,v
47561861876518,-16563804138962,-82410158902990,I
59710438168426,-33721507442020,-60600580585770,u
5203509685416,-12203030592779,-80645650048196,Z
17090453194601,-28547327043985,-51365488725546,n
66617342288893,-31408428683199,-8811281929874,L
54971470161917,-93480502871191,42511409172818,C
99181300743248,-17205054106804,15767770599210,p
70084463550335,-22038935345102,-61670301022207,s
37599221663482,-43030656958143,34173197405565,x
61352890527321,-88098378548238,-53290345351679,H
29962318068317,-75735206167976,47305880012178,D
49310013511137,-96730132132770,-88785813709183,s
61029367166536,-91937234164233,-95707701463511,v
61040634888158,-45509658452685,7607038396314,z
56643421438089,-36559239988834,-47235605331863,g
20229051565993,-26890575100396,68833288627244,B
49493739943514,-70786488967180,83927093174239,A
77776294721543,-88332284056707,-22141694278804,G
53409479611097,-984516063381,-17730858411146,f
17097175423196,-10221376902635,46868411356776,O
82791326609051,-12560265277016,-64464324012757,y
69322130692367,-82649620692156,90383309697375,X
71613886447875,-81066529348418,-60152846877412,s
15663978041047,-28540871295213,94339244913920,N
79822004082695,-21394873985432,-12767391550266,O
8438516353913,-59804867140896,-71473557404667,f
25304126951635,-36670484081822,67161178328586,k
11602277996614,-30241768797585,15050388557621,H
94043739510619,-35763516595283,20741851448435,u
14371935465663,-96991119254831,-71473729321407,U
20858832568411,-73776715606916,20551347508962,X
27773457386606,-37824000131125,-87806997048309,J
3311589011091,-54956910252583,-8487828883847,O
1362070504336,-49106999531150,-43950016230789,k
2663666990876,-88338972924997,-3340702783995,X
17076759584373,-47049404547333,73339535250350,J
33038561813050,-72554977309488,-32894644862983,t
91975630358958,-72597312102445,51601622196542,a
10856690844258,-85740594968955,20687095151261,l
44377084099833,-99195110316711,96075436496865,g
72834216056487,-88456256963553,50989082291282,i
37437559106726,-66533705827930,50400289443367,U
48099404012093,-29602589553946,-14684344768252,c
66868946728021,-22938009872244,-57981288226676,q
34268554421789,-49743327755420,85916931500921,D
30761688544191,-68452810822067,-23253442132627,f
73332852357622,-65180825999699,-43501401410837,D
67234559624522,-97471581393976,-48041414353109,h
10572431923211,-93097201234729,-3834932480431,u
42275047967544,-6495918793453,51408539437575,A
27478794436992,-61680219778124,98187814167903,R
79455740603299,-61496571705968,-86707357942987,I
41800709512551,-5814138950965,-64886763537936,B
26799923506626,-30827617080591,76979930446691,i
37618376872767,-68499219057897,-77516289615454,u
645227162101,-59123016184263,-54057759978144,M
85089624156302,-6685546596252,25391416351220,b
30197609822518,-35025406864680,11236854684848,O
16761997885701,-6870333844992,22489963649655,I
60789590937408,-69780374084131,-42714076372539,m
74809146260150,-89704208267214,-631162817166,C
59439608031643,-45000605031336,99157524515848,V
6973223739309,-24768564858536,-54607051566042,v
13661528252604,-60499062617829,-82595038087301,l
57233325430945,-8497944044972,30215519047790,v
77987530329660,-26612107249106,-59265601448213,T
87166887165054,-54923924158992,27419057013285,e
4784455245624,-43321561712441,-55344963600766,x
75221364064295,-44528866280330,-93010221042999,L
36265087093084,-39909695707667,70411629267588,r
18838943832981,-96433449858526,74633105126316,o
44716824244476,-36364113795554,43413184269600,O
78171966562642,-84767265962325,-66402322243587,k
54634563522593,-51397359645749,2591576547802,T
41985622802485,-44121287345188,54251418140669,W
81282631780804,-88688031204381,-17977914605777,g
43932591614884,-22041642976875,67255367941140,h
54665041182962,-53211245756691,-1607075555207,Z
31405233506203,-64693407238851,-52117991302795,d
4041918881820,-93964953788936,-70906127053935,B
78363462854279,-8284375834562,33683499848320,r
96068869214021,-99945542391650,-94666528392308,G
79674442356235,-49067125137280,-786213724383,P
23422283323493,-99717813727135,3562670525964,l
96434923359657,-91397209792307,-4889423299403,r
24647911624749,-17661143942052,51169798841121,Q
76186777624162,-38733943596806,-94291011827388,p
21994048398201,-47551847897703,77299446203978,L
98866017322553,-64745865257241,-10389421268134,a
72415244317916,-76071510578082,72022414450317,s
18709491218163,-32588185739982,17380536834296,m
86481625184264,-25923672569270,45739372182995,S
81985768565395,-96240821419020,92075161468259,Q
35587422675614,-34025935705644,-90117042772566,x
58277920054233,-86193789470292,20808603594049,H
62973331422218,-17793538572089,5228058057593,L
84815948274870,-78054049394560,45396965393254,Y
28091606617380,-86647452748279,12226597373757,p
56027018570045,-72366778105724,-23457084341939,V
28316897329984,-45074313505529,-60311909551717,a
75113416474557,-12806870267906,-74072968922861,B
5001980868670,-21879289937460,-73986944690757,b
75917129385761,-40760743610767,-94941898198581,y
44223333931573,-54904072397853,-72607147707136,A
76879419458410,-37574204240092,50549472607284,o
11924962606448,-59427212078643,80674654742502,p
25537294241878,-79909042902435,-44388054692350,r
46768236809308,-14628474412412,-88303854596987,Q
87124467287839,-94297512961997,-41746086481964,E
19370537407002,-70742225061612,-88437305880032,W
82092417025517,-14990306171072,80053655855667,r
89440956404472,-96930093166386,-12011965226984,J
20360123695798,-21987734594418,-82001633838091,M
15808289772512,-77211616006008,-50201936724432,a
11947981324680,-51908630506737,-56502247647688,i
90737600785139,-34396247847796,-32495434465981,p
2827389064420,-46807487849796,46664493208503,T
78585030142382,-54114576179258,-48619432721970,h
33444736941600,-57495744174989,30672988758008,n
67283211842692,-68042109108191,-62481124148088,w
6193199011121,-26229805041695,-13402059784819,C
88183266590272,-95832255795263,-66118984507651,o
98480992050435,-23193396152709,-34132157119734,E
81696389223898,-11286895731722,41566965204540,k
65604508085642,-57481756716826,3046491815475,s
82368373248971,-22112701825439,-96930217473540,Y
46920368221522,-81546239765852,47841610655446,p
80086520815426,-85513642689214,-10734763609810,X
95739014520428,-85190262655502,-26416102322320,s
73443339410383,-98449251205516,-12742025464699,G
76899863498548,-68526315149437,-16990526086403,g
4564748417066,-93780650283483,45043904862845,D
23195636572311,-39608085071836,-19558467528175,B
53943656281748,-58340709326954,-28426529834697,I
16799730514700,-57179519803850,990261633201,X
39728046930204,-36356331326031,83884104699334,q
86697248060102,-82466554417377,-42442619201259,E
2682462312095,-57945842253877,66552072033481,H
64013011532838,-51139504451584,15289855034639,t
43731648877101,-68729993050526,-88094076813743,L
64394830185347,-8559506390044,43985660342297,a
24748605520112,-52687100019748,99939421719015,j
69690961974253,-746543961395,-81211498440940,P
33867967428480,-3898152673167,71306148415843,W
63841389217485,-81572100815598,79412177283522,p
65366788209324,-50276585004111,64754285300100,u
83153703550630,-63706633057204,9464446608757,r
51879332738881,-11855517225815,55350796406417,x
26875926556117,-57990777259354,-98582967562090,W
92577596233207,-45401144944903,60622857658637,Q
85859268803653,-19670488744968,-6194669125011,J
22676369606156,-82998764050223,-98980662446228,Q
5113906594755,-31613938390689,-14092704226119,z
76692765546496,-37018323750980,-49557147682555,R
3618110928216,-7761202902432,34878614889841,o
14444019906241,-22246245623171,-74503636086635,G
53381160987996,-61050239980516,-33224616993479,E
75945671800679,-69537622812055,-37140861775827,I
58146823909492,-25298853637233,-66936132570905,X
73344482278645,-69481085554733,97237151234181,n
56565541555580,-28468616310307,10604424454026,P
63820688987080,-61721409800603,-12402786181751,A
67397912563542,-58895339108539,-90237248439806,U
65597259384900,-18674220918156,62234475738308,D
78791507979721,-7939540609772,82543884068650,b
72281398851426,-23449405632051,83673125943705,o
60977898127859,-63087690762984,-25731741536191,L
59819387131524,-79221010011806,-39675334411521,o
69253287560878,-23392965897298,40779070909080,K
774275841848,-13760344340483,-48580945107627,u
38223313574486,-55558433567441,10373152857112,o
25327262317623,-44894580031003,36491247227396,M
19312657615606,-92751591898027,-9929444082831,m
45351501775571,-44524919170632,-87299364276123,o
57617447302173,-32538817837819,-91052322540890,p
53891447998476,-95122754640894,-64123547207425,S
27887888632876,-24792454609595,33238566544427,h
13169840673941,-48661818746854,84683916374192,B
12925929153497,-36346591999566,31145538905595,Q
36578333813673,-36898657753902,82977627061134,U
94848149007593,-28457157778826,-5953847278421,j
60645333477431,-76930688945363,-86595041603703,x
19482631947985,-92668610558747,-51608867249756,u
64320370409460,-66131772292045,10989482117378,x
26787393927260,-84038713773934,96481037624911,e
22778415125554,-19113957706493,79967765384185,C
58678302619406,-97711671524682,66721875399250,s
59545674128293,-95283855469034,72050827165277,h
45248101414012,-21483692945701,16856746012369,J
52443011606603,-28487382973762,70614494863365,X
61984334227033,-4844326610920,45482117306311,J
41113667572137,-92236124449271,60098344162420,l
59112756435550,-4202250907405,-99073757676024,R
26561367978428,-90621212140440,72322509775804,P
47152862353084,-29971751631121,-50107115213747,Y
7731096109204,-78577413791545,-71564271892208,c
92075117503484,-26364921241025,-81335051164876,b
20181664999377,-924665823959,43946588679945,X
31649715175740,-39898434454833,-53373802927568,D
79925607091825,-57884163386935,23225366986529,o
76619419969578,-18633347699550,79222138834638,U
12802847022521,-11402461165881,-21039101337544,R
23952084024931,-21520107266956,75447117200522,s
33163620882001,-79105461887067,-24701124249400,o
31909361469318,-2828867221607,-49511277292593,U
33811357861894,-63090192873722,-63678856786078,m
19974094065154,-78362158417706,93374297656100,F
54447105282380,-84241457736223,-40437110087931,a
47004310270364,-61127912341424,19904907712193,l
63139536821969,-46084406144157,-3972025269906,s
86407368100371,-39040064029807,-54376130450219,i
60797606311689,-68783051875109,89225968727811,o
43561659193315,-63332798002804,-4232665738660,E
15913900725054,-72372244195060,94663918311229,U
66679015025493,-12486029879267,-94841977043775,h
59689957880111,-38900377030702,-1924523209985,J
64479334714298,-6686425010012,-16359470011182,f
41866092045915,-30266611463509,-13142740960191,e
77047582794985,-26748701046320,94320022698600,V
6531910918019,-76967965627979,36354814215418,S
47317324298539,-91437884642034,-16548447458168,K
85947301105118,-56281695133673,62301160289030,M
42798829776252,-42872091740613,-56052768526432,a
5763636221244,-27673905453051,37399964572833,t
1226531606692,-76765409746572,40920176270213,a
63128274719587,-85528618926850,75111498495398,z
65275042741116,-54666994418067,72932190529642,i
35788696265136,-21914606494567,-89589793995847,c
74734795647717,-88489450369510,-72391404706392,O
69746803860856,-35360993072768,17860327621878,w
12099933495071,-50295295593627,-87990052997993,A
44919144383916,-90912226680584,11984134917479,f
13942777281357,-90013376600520,41867662032910,r
65073786764184,-69465847781121,37005798126741,J
46026044173502,-30773589668005,-94692226217780,M
62614265477787,-95373285679494,-35078923051876,n
76641843130599,-23929139002376,-39603846198137,n
36248572618657,-39071214572591,-11760654828772,C
15156386936871,-45393533364591,-21182675041868,k
38426640607756,-22201318615138,-72823985976378,K
46239699040682,-98495341381652,-52702526912448,N
62413438140293,-58126854089392,44571551326199,P
52387180873089,-10624724076,-29704259054071,Z
92667909790870,-90898023031573,-70512993155820,M
78768581176738,-6248817564739,20643822368049,o
85220237135528,-17905921783859,60714395213232,I
66330648430325,-906702720135,-62915594211545,E
81545832009612,-57234710503940,29684309680205,j
51644977162203,-24141164443335,-70307216968491,t
79588667018338,-57908424166636,647743978564,p
77168984937375,-11348472405188,49052630392979,o
19651181578479,-50885231792618,-25157471089328,J
73556340710222,-88373081298979,-43840714208103,x
6540918980848,-86306721903053,78600879842150,r
1982497045232,-32595206935769,9910649936099,j
79821161192834,-60413818953640,-81649776587036,q
38797643245803,-23777828249023,84262884304285,e
33910100092445,-72502939785998,30237275492204,g
10139324785924,-57511149865691,-27704913456062,m
17670674845461,-22683076704327,-91536917677032,J
76768668003328,-17956788916652,-63342820218560,A
30516770173296,-69407790251981,-80142771776754,f
51537131645789,-44499523365335,75306884499088,H
55987100831289,-50615815708508,61574768272837,V
82900373984754,-42731048017720,-40236759007074,D
96733565770482,-39586466665813,71550148717237,b
72493786579907,-96566604569072,82470081192928,y
91684393606336,-9375800632311,-7356749266233,Y
48820854384581,-65915675532930,56939083338432,y
37089466973801,-26023846012529,-81479742867793,p
9308524636319,-54983330237660,-2179542723246,g
18305391446785,-30587212105213,-4189955536942,D
10493210181457,-1854705945592,-56004875457273,z
99884185214415,-14613103010730,21076456074948,u
80434103558052,-66041763395830,41878665568650,r
32884950073095,-13523363920548,25215124880061,V
50220359629493,-37385812299589,-26404111316797,W
38139060946988,-5833917997013,-32837840101414,E
61235861174689,-57825866054699,81149700030183,f
3129979054921,-9128651324058,71994656156651,F
88004497714438,-59895624618502,-88752269060938,O
42941412946553,-62039523528747,84824358095443,S
72898969120048,-40376676380957,11899184943476,b
83178816355005,-24645492171915,48856355202764,F
78562757153753,-96335106221504,-93911843468887,C
32929644800779,-73122385474515,76830666742552,p
12237090533532,-13783682955856,38195032944521,x
49821064224297,-7513608322103,-1387651219347,X
61076209612046,-87095014931183,5964925638841,q
22423951543160,-69514839225899,-3614664889135,q
42908336178142,-9511414709086,-19883128418268,d
84137996384767,-6102663669265,62005822860883,c
60959223681639,-5245300140068,-92088786779425,H
21819026461196,-43923721263433,42772569752817,u
4480960542210,-27920108696781,31187288689670,o
58446875548304,-31702639920680,8516963314661,B
17253389785013,-68408302465012,47970071247292,k
22354370716480,-88621978321789,83096566821562,u
98452990788915,-68661055483841,-27487331256022,r
82764955100686,-8990010497061,2904241929222,c
99806835819568,-32125184926618,38128543186344,S
41389458906264,-93663629333252,-51606302624996,f
26578115022277,-91830971935676,-92693874128557,A
85017733461443,-31661043027157,-21409306683183,R
54888077064149,-36746838048989,9211446834158,U
69389648255820,-75519123057572,90133672443418,W
94558301544237,-57923819058978,11121356745622,Y
66514417420404,-335995654875,49442385174542,e
54128238936938,-88040587257407,38679053944516,B
36905510343275,-93784498141605,-36065239275191,F
83788947214397,-37594415117500,-3872833439743,q
2051552479262,-60165842014312,-2442540069657,M
7485223287618,-38819939549705,-91190797005330,z
75705890506766,-60404456463533,33538111627844,G
69114683274649,-50637304950580,-66365859968957,i
36721181097815,-78623700619213,-49479221042317,Z
32501781398489,-45303965863215,-23764181632398,U
36321063307069,-55539883886253,23455349854836,Z
